client_id,app_date,education,sex,age,car,car_type,decline_app_cnt,good_work,score_bki,bki_request_cnt,region_rating,home_address,work_address,income,sna,first_time,foreign_passport,default
23702,30JAN2014,GRD,F,31,Y,Y,2,0,-1.99885791,1,60,2,3,60000,1,4,Y,0
102838,21APR2014,SCH,F,67,N,N,0,0,-2.64574421,1,40,2,3,7500,4,1,N,1
26061,02FEB2014,GRD,M,49,Y,Y,0,0,-2.20579559,1,80,2,3,45000,1,4,N,0
91675,08APR2014,SCH,M,41,N,N,2,0,-1.63444709,2,60,2,3,45000,1,3,N,0
65984,15MAR2014,SCH,M,41,N,N,1,0,-2.22988909,4,50,1,2,33000,1,4,N,0
2490,08JAN2014,GRD,F,47,N,N,0,0,-2.03582041,0,50,1,1,13500,1,4,N,0
49133,26FEB2014,GRD,F,54,N,N,0,1,-2.01357555,0,80,2,3,35000,1,4,N,0
8012,15JAN2014,GRD,F,28,N,N,0,0,-2.34866234,1,50,1,2,25000,1,4,Y,0
95562,11APR2014,GRD,M,37,Y,Y,0,0,-1.30277841,1,70,2,3,50000,1,3,N,0
62554,12MAR2014,SCH,F,46,N,N,0,0,-1.64668365,2,70,1,2,40000,1,3,N,0
3490,09JAN2014,GRD,M,30,N,N,0,0,-1.32413462,5,40,1,1,16000,1,2,N,0
30013,06FEB2014,UGR,F,45,Y,Y,0,0,-2.26661226,1,70,2,3,45000,1,2,N,0
60250,09MAR2014,SCH,F,38,N,N,0,0,-2.09859002,1,40,2,2,20000,1,4,N,0
1088,05JAN2014,SCH,F,54,N,N,0,0,-2.81506622,9,40,2,3,30000,1,4,N,0
8179,15JAN2014,SCH,F,49,N,N,1,1,-1.90697563,1,60,1,2,35000,2,3,Y,0
15673,23JAN2014,GRD,F,37,N,N,0,0,-2.63130928,1,50,1,1,10000,1,3,N,0
56940,05MAR2014,SCH,M,38,N,N,0,0,-2.07073523,6,80,1,3,25000,1,2,N,0
17965,25JAN2014,SCH,F,46,N,N,0,0,-1.14971573,1,40,2,3,20000,1,4,N,1
25342,01FEB2014,UGR,F,28,N,N,0,0,-2.22245173,2,40,2,3,10000,4,1,N,0
80609,28MAR2014,GRD,F,60,N,N,0,0,-2.1300764,4,70,1,2,60000,1,3,Y,0
69723,18MAR2014,SCH,F,38,N,N,0,0,-1.54361796,4,70,1,2,25000,1,2,N,0
81806,29MAR2014,GRD,M,39,Y,Y,0,0,-2.55117361,0,60,1,2,100000,1,3,Y,0
77709,25MAR2014,SCH,F,39,N,N,1,0,-1.7665534999999999,4,50,2,3,25000,1,3,N,1
40535,17FEB2014,UGR,F,34,N,N,0,0,-2.37294237,1,70,1,2,35000,2,3,N,0
66390,15MAR2014,GRD,F,65,N,N,1,0,-1.52073196,10,60,1,2,50000,3,1,N,0
50331,27FEB2014,SCH,F,60,N,N,0,0,-1.48888223,3,60,1,2,28000,4,1,N,0
77513,25MAR2014,SCH,M,24,N,N,0,0,-1.55461027,1,50,1,2,350000,4,1,N,0
96337,12APR2014,SCH,F,37,N,N,0,1,-2.13929956,1,40,2,3,10000,2,3,N,0
86521,03APR2014,UGR,F,62,Y,N,1,0,-1.35089649,3,40,2,3,14000,1,4,N,0
1537,06JAN2014,SCH,F,26,N,N,0,0,-1.68591523,2,50,1,2,25000,1,3,N,0
68430,17MAR2014,GRD,M,25,N,N,0,0,-1.7598247,5,50,2,3,50000,2,1,N,0
5919,13JAN2014,GRD,F,48,N,N,0,1,-2.22866031,3,60,2,3,35000,2,3,N,0
107432,27APR2014,UGR,F,34,N,N,1,0,-1.88828938,1,50,1,2,15600,4,1,N,0
28660,04FEB2014,SCH,F,48,N,N,0,0,-2.34482863,3,50,2,3,13000,1,4,N,0
74482,22MAR2014,SCH,F,46,N,N,1,0,-1.7346270000000001,1,50,1,2,28000,1,4,N,0
5164,11JAN2014,SCH,M,34,N,N,0,0,-2.22500363,0,80,2,2,28000,1,4,N,0
94276,10APR2014,SCH,F,24,N,N,0,0,-2.08910387,3,50,2,3,20000,2,3,N,0
42485,19FEB2014,SCH,M,43,N,N,0,0,-2.1042109,2,50,1,2,20000,1,3,N,0
9500,16JAN2014,SCH,M,48,Y,N,0,0,-1.59181164,1,50,2,3,20000,1,3,N,0
56914,05MAR2014,GRD,F,29,N,N,0,0,-1.70783749,2,40,2,3,30000,1,3,Y,1
63250,12MAR2014,SCH,M,29,Y,N,0,0,-1.18941271,2,50,1,2,40000,1,3,N,0
86459,03APR2014,GRD,M,38,Y,Y,0,1,-2.36754191,0,80,2,3,60000,1,4,N,0
16760,24JAN2014,SCH,F,62,N,N,3,0,-1.53564021,2,60,1,1,5000,1,3,N,0
32001,07FEB2014,GRD,F,37,N,N,0,0,-2.84503577,2,70,1,3,70000,1,4,N,0
44582,21FEB2014,SCH,F,32,N,N,0,0,-1.82857746,2,80,2,3,40000,1,2,N,0
90216,07APR2014,SCH,F,34,N,N,0,1,-2.69493159,1,50,2,3,9000,1,2,N,0
32110,08FEB2014,SCH,F,27,Y,Y,2,0,-1.20457915,0,60,3,3,35000,2,3,N,1
105869,24APR2014,SCH,F,32,N,N,0,0,-1.6627028999999998,5,40,2,3,35000,1,3,N,1
22824,30JAN2014,SCH,F,32,N,N,0,0,-2.21475777,0,50,2,3,40000,4,4,N,0
31024,06FEB2014,GRD,M,32,N,N,0,0,-1.92265873,4,80,2,3,60000,1,3,Y,0
59115,07MAR2014,UGR,M,44,Y,Y,0,0,-1.3763875,0,50,1,1,30000,1,4,Y,0
41655,18FEB2014,SCH,F,44,N,N,0,0,-2.60205849,0,80,2,3,30000,4,1,N,0
299,03JAN2014,UGR,F,31,Y,Y,1,0,-2.79652769,5,50,1,2,70000,1,3,N,0
51064,27FEB2014,SCH,M,60,N,N,0,0,-2.10718222,1,60,1,1,25000,1,4,N,0
109855,30APR2014,UGR,F,57,N,N,0,0,-2.03246875,3,60,1,2,25000,2,3,N,0
37021,13FEB2014,SCH,F,40,Y,Y,0,0,-2.38726804,0,70,1,2,100000,1,3,Y,0
76691,24MAR2014,SCH,M,27,N,N,0,0,-0.9184819,0,70,1,2,25000,1,3,N,0
88212,04APR2014,SCH,M,32,N,N,0,0,-1.41355466,0,80,2,3,70000,1,3,Y,0
9179,16JAN2014,UGR,F,57,Y,N,0,0,-2.46987846,4,60,1,2,8000,4,1,N,0
24472,31JAN2014,SCH,F,64,N,N,0,0,-2.41647077,3,50,2,3,6000,4,1,N,1
103335,21APR2014,UGR,F,39,N,N,0,0,-1.35178531,1,60,2,3,30000,4,3,N,0
87930,04APR2014,GRD,F,41,Y,Y,0,1,-1.80394101,0,40,1,2,28000,1,4,N,0
77370,25MAR2014,GRD,F,42,Y,Y,0,0,-1.01547242,5,80,2,3,85000,1,3,Y,0
73476,21MAR2014,SCH,M,25,N,N,0,0,-0.9005380999999999,4,70,1,1,35000,2,2,N,0
99975,17APR2014,SCH,M,43,Y,N,0,0,-1.79241301,3,50,2,3,22000,4,3,N,0
14937,22JAN2014,GRD,F,68,N,N,0,0,-2.3644198,1,80,2,3,15000,1,4,Y,0
50335,27FEB2014,SCH,F,32,N,N,0,0,-1.12858488,0,60,2,3,20000,1,3,Y,0
10841,18JAN2014,SCH,F,40,N,N,1,0,-1.65766561,10,50,2,3,17000,1,3,N,0
63526,12MAR2014,SCH,F,44,N,N,0,1,-1.26586631,1,50,1,2,25000,1,3,N,1
73527,21MAR2014,UGR,F,30,N,N,0,0,-2.61049637,2,50,1,2,15000,2,2,N,0
95948,12APR2014,SCH,M,23,Y,N,0,0,-2.00041246,0,50,2,3,18000,3,3,N,0
26970,03FEB2014,SCH,F,30,N,N,0,0,-1.84146439,0,60,1,1,45000,1,3,Y,0
102063,19APR2014,GRD,F,41,Y,N,0,1,-2.78947155,1,80,2,3,35000,1,3,N,0
246,02JAN2014,GRD,M,30,Y,Y,0,0,-2.78166903,0,60,1,2,50000,2,2,N,0
4390,10JAN2014,GRD,F,54,Y,N,0,0,-2.38715362,4,50,1,1,110000,1,1,N,0
1014,04JAN2014,GRD,M,30,N,N,0,1,-2.56121779,1,50,1,1,30000,1,4,Y,0
28059,04FEB2014,GRD,M,32,Y,Y,0,0,-1.64886819,0,50,1,1,15000,1,3,N,0
45774,22FEB2014,SCH,F,33,N,N,0,0,-1.82976628,1,50,2,2,26500,3,1,N,0
97478,14APR2014,GRD,F,40,N,N,0,0,-2.14947308,0,80,2,3,40000,1,4,N,0
71715,19MAR2014,SCH,M,33,N,N,0,0,-1.54263858,1,40,1,1,15000,1,3,N,0
19837,27JAN2014,SCH,M,33,Y,Y,0,0,-1.82949747,0,60,2,3,25000,1,4,N,0
105543,24APR2014,SCH,F,57,N,N,0,0,-2.50715576,2,50,2,3,16000,4,1,N,0
92084,08APR2014,SCH,M,41,Y,Y,0,0,-2.94332095,1,50,2,3,30000,4,1,N,0
108328,28APR2014,GRD,F,27,N,N,0,0,-1.88113219,0,60,2,3,70000,2,3,N,0
98293,15APR2014,UGR,M,36,N,N,0,0,-2.0850403,1,60,2,3,27000,4,1,N,0
2618,08JAN2014,SCH,M,43,Y,N,0,0,-1.98359097,1,50,1,2,40000,1,4,N,0
21740,29JAN2014,SCH,M,36,Y,Y,0,0,-1.50071181,3,40,2,3,35000,1,4,N,0
86906,03APR2014,UGR,F,31,N,N,0,0,-1.72206824,2,60,2,3,25000,4,2,N,0
78662,26MAR2014,GRD,M,29,Y,Y,4,0,-1.41902358,13,80,2,3,70000,1,4,Y,0
58891,07MAR2014,SCH,M,25,N,N,0,0,-2.28699272,3,50,1,2,28000,4,2,N,1
39002,15FEB2014,SCH,M,46,Y,N,0,0,-2.06172153,0,80,2,3,95000,1,2,Y,0
315,03JAN2014,SCH,M,31,Y,Y,0,0,-2.64106904,2,80,2,3,60000,1,3,Y,0
45071,21FEB2014,UGR,F,37,Y,N,0,0,-1.32963314,5,80,2,3,300000,1,3,Y,0
41938,18FEB2014,UGR,M,45,Y,Y,1,0,-2.10481151,1,80,2,3,60000,2,3,Y,0
50208,27FEB2014,GRD,F,26,N,N,0,0,-1.59744346,1,60,1,1,20000,1,4,N,0
33189,09FEB2014,SCH,F,24,N,N,0,0,-1.11610434,1,80,2,3,12000,1,3,Y,0
32145,08FEB2014,SCH,F,53,N,N,0,0,-1.66041567,9,60,2,3,18000,1,2,N,0
41045,17FEB2014,GRD,M,39,N,N,1,0,-1.34073554,3,50,1,2,20000,1,3,N,0
25954,01FEB2014,GRD,M,27,Y,Y,0,0,-1.64694643,4,60,1,3,30000,1,4,Y,0
2266,07JAN2014,SCH,F,63,N,N,1,1,-0.78522181,11,70,1,2,21000,1,4,N,1
32521,08FEB2014,GRD,F,54,N,N,0,1,-2.44113961,2,80,2,3,50000,1,4,Y,0
67153,16MAR2014,GRD,F,26,N,N,0,0,-2.18571236,1,60,2,3,25000,2,1,N,0
81889,30MAR2014,SCH,F,38,N,N,2,0,-1.29346591,3,80,2,3,30000,1,3,N,1
45093,21FEB2014,SCH,F,55,N,N,0,1,-2.70882871,4,50,1,2,12000,1,3,N,1
81436,29MAR2014,UGR,F,26,N,N,0,1,-1.44571762,2,50,2,2,25000,1,3,N,0
88225,04APR2014,SCH,F,35,N,N,0,0,-1.45175488,3,60,2,3,20000,1,1,N,0
30583,06FEB2014,GRD,F,61,N,N,0,1,-2.85250656,2,60,2,3,29000,3,1,N,0
100035,17APR2014,GRD,F,62,N,N,1,0,-2.07633215,2,60,1,1,55000,1,3,N,0
30752,06FEB2014,SCH,M,36,Y,Y,0,0,-1.42022893,1,70,2,3,80000,1,2,N,1
48273,25FEB2014,SCH,F,25,N,N,3,0,-2.4706158,4,50,1,2,30000,4,1,N,0
1570,06JAN2014,GRD,F,23,N,N,0,0,-1.59590348,2,50,2,3,10000,2,3,N,0
11371,18JAN2014,SCH,F,57,Y,N,0,0,-2.24162023,3,60,1,3,11000,1,4,N,0
12404,20JAN2014,UGR,M,28,N,N,0,0,-1.90720454,1,80,1,1,40000,2,1,N,0
19335,27JAN2014,SCH,F,53,N,N,2,0,-1.48681709,3,60,2,3,15000,2,3,N,1
50805,27FEB2014,SCH,F,51,Y,N,0,0,-2.75848446,4,60,1,2,30000,2,3,N,0
108651,28APR2014,GRD,M,27,N,N,1,0,-2.26205441,0,80,2,3,30000,1,2,Y,0
94038,10APR2014,SCH,F,45,N,N,0,0,-2.22130234,0,80,2,3,40000,1,4,N,0
49610,26FEB2014,UGR,M,31,N,N,0,0,-1.72019716,2,50,2,3,50000,4,2,N,1
33185,09FEB2014,UGR,M,30,N,N,0,0,-1.62328733,1,70,1,3,60000,1,3,Y,0
103632,22APR2014,GRD,M,52,Y,Y,0,0,-2.11619218,8,80,2,3,60000,1,4,Y,0
62512,11MAR2014,SCH,M,42,N,N,3,0,-1.17938078,2,50,2,3,35000,1,1,N,1
75945,24MAR2014,GRD,F,23,N,N,0,1,-1.03878204,1,50,2,3,20000,3,1,N,0
4837,11JAN2014,SCH,F,53,N,N,0,0,-1.72589627,1,60,1,2,20000,2,3,N,0
21473,28JAN2014,UGR,F,26,N,N,0,1,-1.43838871,4,80,2,3,35000,1,3,N,0
6825,14JAN2014,GRD,M,35,N,N,0,0,-2.54432895,0,50,1,1,30000,1,4,Y,0
83208,31MAR2014,SCH,F,37,N,N,4,0,-1.14013602,8,50,2,3,25000,2,2,N,0
94324,10APR2014,UGR,F,54,N,N,0,0,-2.36009174,1,50,1,2,17000,1,3,N,0
35100,11FEB2014,SCH,F,48,Y,N,0,0,-1.76181511,0,60,1,1,22000,1,3,N,1
104832,23APR2014,SCH,F,60,N,N,0,0,-2.32103731,3,60,2,3,17500,2,1,N,0
81662,29MAR2014,SCH,F,49,N,N,1,0,-2.77837722,2,60,2,3,15000,1,4,N,0
26162,02FEB2014,GRD,F,27,Y,Y,0,1,-1.66998115,1,80,2,3,110000,1,3,Y,0
82035,30MAR2014,SCH,F,29,N,N,1,0,-2.35055338,1,50,1,1,20000,4,1,N,0
59299,07MAR2014,SCH,F,59,N,N,0,0,-2.09086998,3,50,2,3,40000,4,2,N,1
88620,04APR2014,SCH,M,23,N,N,1,1,-0.62149843,0,80,2,3,38000,2,1,N,0
61214,10MAR2014,GRD,F,55,N,N,0,0,-1.94650797,0,80,1,2,28000,1,3,Y,0
19873,27JAN2014,UGR,M,25,Y,N,0,0,-1.90799097,1,60,2,3,25000,4,2,N,0
92504,08APR2014,SCH,M,40,N,N,0,0,-1.25251822,0,70,1,1,7000,1,2,N,0
53947,03MAR2014,SCH,F,46,N,N,0,0,-2.61266225,3,40,1,2,25000,2,2,N,0
105809,24APR2014,GRD,M,35,Y,Y,0,1,-2.58930356,1,50,2,3,100000,2,1,N,0
21729,29JAN2014,SCH,M,44,Y,Y,1,0,-1.98524955,3,50,2,3,60000,1,4,Y,0
67103,16MAR2014,GRD,F,32,N,N,0,1,-1.55808951,0,40,1,2,17000,1,4,N,1
15220,22JAN2014,SCH,M,42,N,N,0,0,-1.58295438,5,50,1,2,25000,1,3,N,0
15687,23JAN2014,SCH,F,65,N,N,0,0,-1.3384343,0,50,1,1,20000,1,4,N,0
52908,01MAR2014,SCH,F,42,N,N,0,1,-1.6980226999999999,1,60,2,3,19000,4,1,N,0
105113,23APR2014,UGR,M,41,Y,Y,1,1,-2.08960162,1,50,2,3,35000,1,4,N,0
77915,25MAR2014,SCH,M,33,N,N,2,1,-1.8244252,0,80,1,3,40000,4,2,N,0
90351,07APR2014,GRD,F,35,N,N,0,0,-2.56301041,2,80,2,3,30000,1,4,N,0
10905,18JAN2014,UGR,M,46,Y,N,1,0,-1.42838319,8,50,1,3,70000,1,3,N,1
28201,04FEB2014,GRD,F,25,N,N,0,0,-1.62245474,0,40,1,2,25000,1,3,N,0
55210,04MAR2014,GRD,F,28,Y,N,0,0,-1.87500632,3,50,1,2,300000,1,2,N,0
51670,28FEB2014,GRD,M,38,Y,Y,0,0,-1.04487462,1,80,2,3,90000,1,4,N,0
30458,06FEB2014,SCH,F,55,N,N,0,0,-2.29187286,4,60,2,3,14000,4,3,N,1
91743,08APR2014,GRD,M,34,Y,Y,0,0,-1.74928297,3,60,2,3,35000,4,1,N,1
102257,19APR2014,GRD,M,29,N,N,0,0,-2.11153409,2,60,2,3,50000,1,3,Y,1
13930,21JAN2014,SCH,F,37,N,N,0,0,-1.90713342,1,40,1,3,20000,2,3,N,0
48657,25FEB2014,GRD,F,49,N,N,0,0,-2.05717046,5,40,1,1,12000,4,4,N,0
37479,13FEB2014,SCH,F,53,N,N,0,0,-2.08280369,4,40,2,3,12000,1,3,N,0
29491,05FEB2014,SCH,M,41,Y,Y,0,0,-1.44777906,0,80,2,3,80000,3,2,N,0
88333,04APR2014,SCH,M,37,Y,N,1,0,-2.15965806,2,60,2,3,50000,2,1,N,1
12161,20JAN2014,GRD,M,36,Y,Y,0,1,-2.00164191,4,50,2,3,42000,2,3,N,1
99192,16APR2014,SCH,M,29,N,N,0,0,-2.12434295,3,50,1,2,25000,2,3,N,1
110025,30APR2014,UGR,F,52,N,N,0,1,-2.56211603,1,40,2,3,26000,1,3,N,0
41024,17FEB2014,SCH,F,63,N,N,0,0,-2.67773317,0,50,1,2,22000,1,3,N,0
42325,18FEB2014,SCH,F,41,N,N,0,1,-1.9015648,1,40,2,3,19000,1,1,N,1
8259,15JAN2014,SCH,M,34,N,N,1,0,-1.17928835,0,50,2,3,25000,2,1,N,1
22661,29JAN2014,GRD,M,41,Y,Y,0,1,-2.05022405,0,50,1,3,103000,3,4,N,1
36476,12FEB2014,ACD,M,27,Y,Y,0,0,-2.28767453,1,60,1,2,90000,3,2,Y,0
15747,23JAN2014,SCH,F,33,N,N,0,0,-1.43219451,1,50,1,2,35000,4,3,N,0
41178,17FEB2014,SCH,F,42,N,N,0,0,-1.68405263,3,80,2,3,25000,2,3,N,0
47372,24FEB2014,SCH,F,56,N,N,0,0,-2.04500026,1,50,1,2,24000,1,4,N,0
97856,14APR2014,SCH,F,56,Y,N,0,0,-2.4215242000000003,0,50,2,3,24000,1,4,N,0
57193,05MAR2014,SCH,M,28,Y,N,0,0,-2.76070667,0,50,2,3,30000,1,3,N,0
3407,09JAN2014,GRD,M,36,Y,Y,3,0,-1.10443189,12,80,2,3,65000,1,3,Y,0
62301,11MAR2014,GRD,F,40,Y,Y,0,0,-1.23409772,0,80,2,3,50000,1,4,N,0
69729,18MAR2014,SCH,F,30,N,N,0,0,-2.30539526,2,20,2,3,35000,3,2,N,0
14188,21JAN2014,SCH,F,41,N,N,0,0,-1.78058669,2,40,1,2,18000,2,1,N,0
62384,11MAR2014,SCH,M,25,N,N,0,1,-2.12413156,3,60,1,3,30000,1,4,N,0
4230,10JAN2014,SCH,M,42,Y,N,0,0,-2.27926921,1,50,2,3,20000,4,1,N,0
98839,15APR2014,SCH,F,25,N,N,0,0,-2.05200547,3,60,2,3,15000,1,4,N,1
13889,21JAN2014,GRD,M,30,Y,Y,0,0,-1.63522166,2,60,2,3,45000,1,4,Y,0
83523,31MAR2014,GRD,M,50,N,N,0,0,-1.74873915,4,50,1,2,90000,1,3,Y,0
53128,01MAR2014,GRD,M,42,Y,Y,0,0,-2.21248125,0,80,2,3,100000,1,4,Y,0
76927,24MAR2014,GRD,F,37,N,N,0,0,-2.32929381,1,40,1,1,30000,1,3,N,0
44012,20FEB2014,SCH,F,45,N,N,0,0,-1.64376678,0,60,1,1,65000,2,3,N,0
57479,06MAR2014,SCH,F,62,Y,Y,0,0,-2.16966378,0,40,2,3,14000,1,1,N,0
34894,11FEB2014,SCH,M,37,N,N,0,0,-1.08736784,5,80,2,3,36000,1,3,Y,1
73280,21MAR2014,SCH,F,43,N,N,0,0,-2.21677484,0,50,1,1,35000,1,3,N,0
106051,25APR2014,GRD,F,42,N,N,0,1,-2.53820851,0,50,1,2,12000,1,4,N,0
99073,16APR2014,SCH,F,49,N,N,0,0,-1.9053394000000001,1,50,1,2,20000,4,3,N,0
97995,15APR2014,GRD,F,26,N,N,0,0,-0.80676289,0,50,2,3,30000,1,4,N,0
54888,04MAR2014,UGR,F,28,N,N,0,0,-2.07596101,0,40,2,3,5000,2,3,N,0
86284,02APR2014,GRD,M,24,N,N,0,1,-1.53809954,1,50,2,3,23000,4,3,N,0
36598,12FEB2014,GRD,M,38,N,N,0,0,-2.37425559,1,40,1,2,55000,2,3,N,0
70521,18MAR2014,SCH,M,39,Y,Y,0,0,-1.3844169,3,50,1,2,30000,4,3,N,0
73055,20MAR2014,GRD,F,31,N,N,2,0,-1.38680482,3,50,1,2,35000,1,3,N,0
48275,25FEB2014,SCH,F,55,N,N,0,0,-1.83853498,0,50,1,1,30000,1,4,N,0
2332,08JAN2014,GRD,M,25,N,N,1,0,-1.86535887,2,50,2,3,30000,1,4,Y,0
13254,20JAN2014,SCH,F,35,N,N,0,0,-2.1042109,1,60,1,2,6000,1,4,N,0
109704,30APR2014,SCH,M,31,N,N,1,0,-1.83140314,1,60,2,3,25000,1,4,N,1
42525,19FEB2014,PGR,F,36,N,N,0,1,-1.76302646,0,50,2,3,27000,1,3,N,0
47266,24FEB2014,SCH,F,39,N,N,0,0,-1.17862348,1,50,1,2,20000,1,3,N,0
94834,11APR2014,SCH,M,36,N,N,0,0,-2.09067768,7,40,1,1,50000,1,3,N,0
53349,02MAR2014,GRD,M,51,N,N,0,1,-2.30342392,0,60,1,1,36000,1,3,N,0
17209,24JAN2014,SCH,M,29,N,N,0,0,-1.26800579,4,60,2,3,20000,4,1,N,0
9223,16JAN2014,GRD,F,28,N,N,0,0,-1.70063675,0,60,1,2,23000,1,3,N,0
67221,16MAR2014,SCH,F,67,N,N,0,0,-2.19965154,3,50,2,3,26500,4,1,N,0
42704,19FEB2014,SCH,F,43,N,N,0,0,-2.43470989,0,50,1,1,6000,1,3,N,0
69045,17MAR2014,GRD,M,55,Y,Y,0,0,-1.8986645,5,60,1,1,78000,1,4,Y,0
6251,13JAN2014,SCH,F,43,Y,N,0,0,-1.25501081,2,50,1,2,30000,1,3,N,0
97528,14APR2014,GRD,F,41,N,N,0,0,-1.81314936,1,50,1,1,45000,1,4,N,0
42893,19FEB2014,GRD,M,51,N,N,0,0,-3.20357984,0,80,2,2,100000,1,3,N,0
38897,15FEB2014,SCH,F,37,N,N,0,0,-1.85821179,2,50,1,2,24000,1,3,N,0
38989,15FEB2014,SCH,M,28,N,N,1,0,-1.7193895000000001,4,50,2,3,20000,1,3,N,1
42935,19FEB2014,SCH,F,45,Y,Y,0,0,-2.526943,1,70,1,2,80000,1,3,N,0
19168,26JAN2014,SCH,F,27,N,N,1,0,-1.56249381,1,40,1,3,15000,1,3,N,0
9731,17JAN2014,SCH,F,32,N,N,1,1,-2.04399419,2,40,2,2,9000,4,1,N,0
109711,30APR2014,SCH,M,47,Y,Y,2,0,-1.41756226,1,60,2,3,40000,1,3,Y,0
56497,05MAR2014,UGR,F,21,N,N,0,1,-2.53949401,2,60,1,2,25000,2,2,N,0
25677,01FEB2014,SCH,F,21,N,N,1,0,-1.38255202,2,50,2,3,23000,4,1,N,1
27720,03FEB2014,SCH,M,46,N,N,1,1,-2.10553867,2,40,1,2,40000,2,2,N,0
65850,14MAR2014,GRD,M,33,Y,Y,0,0,-2.1042109,1,50,2,3,25000,1,3,N,0
79367,27MAR2014,SCH,M,41,Y,N,0,0,-1.73412731,0,50,2,3,40000,1,4,N,0
102543,20APR2014,GRD,F,24,Y,Y,0,0,-1.64429515,1,80,2,3,100000,1,3,Y,0
95612,11APR2014,SCH,F,59,N,N,1,0,-2.39108044,7,50,1,2,40000,1,3,Y,0
75298,23MAR2014,SCH,F,45,N,N,0,0,-2.5987758,0,50,2,3,30000,1,4,Y,0
57065,05MAR2014,SCH,M,46,Y,Y,0,0,-1.43140468,0,80,2,3,50000,1,2,N,0
47588,24FEB2014,UGR,F,42,N,N,1,0,-2.26064329,9,50,1,2,20000,1,3,N,0
37275,13FEB2014,GRD,F,31,N,N,0,1,-2.55697455,1,70,2,3,60000,1,4,N,0
3754,09JAN2014,SCH,M,29,N,N,0,0,-1.2685114,1,50,1,2,10000,1,3,N,0
71363,19MAR2014,SCH,M,29,Y,N,0,0,-2.0300021,2,50,1,2,65000,1,3,N,0
48728,25FEB2014,GRD,F,31,N,N,1,1,-1.1542155,1,40,1,2,20000,2,1,N,1
34099,10FEB2014,SCH,F,52,N,N,0,0,-2.53149651,3,50,1,2,15000,1,3,N,0
11879,19JAN2014,GRD,F,31,N,N,0,1,-2.55493775,0,70,1,3,56000,1,3,N,0
63793,13MAR2014,SCH,F,23,Y,N,0,0,-1.97021858,2,50,2,2,33000,3,3,N,0
72656,20MAR2014,GRD,F,37,N,N,0,0,-1.7743863999999998,3,60,1,2,14000,1,2,N,0
44795,21FEB2014,SCH,M,33,Y,N,0,0,-1.47370813,0,50,2,3,48000,2,2,Y,0
28618,04FEB2014,GRD,M,32,Y,N,0,0,-1.97845382,1,80,2,3,70000,1,4,Y,0
48983,25FEB2014,SCH,M,29,N,N,0,0,-1.11522765,1,70,2,3,50000,1,2,N,0
102682,20APR2014,UGR,M,53,Y,Y,0,0,-1.76333764,1,80,2,3,70000,1,4,N,0
66289,15MAR2014,GRD,F,33,N,N,0,0,-1.99472548,3,50,1,2,26000,1,4,N,0
6840,14JAN2014,SCH,M,33,Y,Y,0,0,-1.50577651,3,40,2,3,45000,4,3,N,0
11801,19JAN2014,SCH,M,31,Y,Y,1,0,-1.32837656,3,60,1,2,35000,1,3,N,1
65463,14MAR2014,SCH,M,26,Y,N,0,0,-2.15576497,4,50,1,2,25000,1,3,N,0
96099,12APR2014,GRD,M,64,Y,Y,0,0,-2.26920245,0,80,2,3,15000,1,4,N,0
7037,14JAN2014,GRD,F,28,N,N,0,1,-1.81281314,1,50,1,2,52000,1,3,N,0
25223,01FEB2014,UGR,F,36,N,N,0,0,-2.34004298,2,50,2,3,25000,1,3,N,0
60144,09MAR2014,SCH,F,27,N,N,0,0,-2.16966378,1,80,2,3,40000,1,3,N,0
16630,23JAN2014,SCH,F,61,N,N,0,0,-1.89435811,1,40,1,2,15000,1,2,N,0
82148,30MAR2014,UGR,M,25,N,N,0,0,-2.1389308,5,60,2,3,18000,4,1,N,0
4451,10JAN2014,SCH,F,61,Y,N,0,0,-1.76647438,2,50,1,2,13000,1,3,N,0
36602,12FEB2014,SCH,M,36,N,N,1,0,-1.5927239,1,60,2,3,25000,2,3,N,1
3698,09JAN2014,GRD,M,31,Y,Y,0,0,-1.80130025,5,50,1,3,35000,1,3,N,0
87616,04APR2014,SCH,F,42,N,N,0,0,-2.08282683,1,50,2,3,43000,1,3,N,0
31920,07FEB2014,SCH,F,32,N,N,0,1,-1.28136476,3,50,1,2,8000,1,1,N,0
68768,17MAR2014,SCH,F,43,N,N,1,0,-1.88061552,5,50,1,2,13000,4,2,N,0
79412,27MAR2014,GRD,M,24,N,N,0,0,-1.36428604,1,50,2,2,30000,1,3,N,0
110139,30APR2014,SCH,F,43,N,N,1,0,-1.79748665,5,50,2,2,25000,1,4,N,0
57674,06MAR2014,GRD,M,31,N,N,2,0,-1.42516247,0,70,2,3,45000,4,1,N,1
16338,23JAN2014,GRD,F,42,N,N,0,1,-1.08930023,5,50,2,3,17000,1,4,N,1
35296,11FEB2014,UGR,M,31,N,N,0,0,-1.46092966,2,70,1,2,35000,1,3,N,0
63832,13MAR2014,SCH,M,47,Y,N,0,0,-2.5626386,0,70,1,2,12500,1,3,N,1
86831,03APR2014,UGR,F,34,N,N,0,0,-2.12301374,3,60,2,3,30000,1,3,N,0
87559,03APR2014,SCH,F,38,N,N,0,0,-2.61764231,0,60,2,3,25000,2,3,N,0
17514,24JAN2014,GRD,F,40,N,N,0,0,-2.30264376,2,60,1,2,5000,1,3,N,0
79022,27MAR2014,UGR,F,22,N,N,8,0,-1.69305414,1,50,1,3,30000,1,3,N,0
